id,label,x,y
193,0,474527.644,954175.9374
194,0,474494.607,954140.4126
195,0,474402.5746,954040.9431
196,0,474449.77,954090.6771
197,0,474480.3754,954005.3509
198,0,474513.4227,954057.4633
199,0,474546.4626,954097.7274
200,0,474579.504,954140.3612
201,0,474581.7317,953924.7211
202,0,475214.3659,953643.1441
203,0,475247.4055,953683.4088
204,0,475280.4464,953726.0431
205,0,474147.9827,954203.0255
206,0,474195.1782,954252.7593
207,0,474235.2989,954302.4975
208,0,474676.0765,953948.3607
209,0,474861.2839,953431.6646
210,0,474908.4794,953481.3992
211,0,474948.5999,953531.138
212,0,474986.3592,953576.139
213,0,475033.5037,953540.5661
214,0,475000.4666,953505.0409
215,0,474908.4341,953405.5703
216,0,474955.6295,953455.3049
217,0,474986.2365,953369.9791
218,0,474950.3675,953858.9393
219,0,474858.3356,953759.4687
220,0,474905.5307,953809.2032
221,0,474936.1373,953723.8774
222,0,474969.1842,953775.9901
223,0,475002.2239,953816.2546
224,0,474480.5007,954211.5109
225,0,474291.5699,953768.5004
226,0,474324.6175,953820.6126
227,0,474357.6579,953860.8766
228,0,474390.6996,953903.5102
229,0,474625.537,953567.6665
230,0,474672.7326,953617.4008
231,0,474712.8533,953667.1394
232,0,474750.6128,953712.1402
233,0,474797.7569,953676.5671
234,0,474628.927,953974.4554
235,0,474669.0474,954024.1939
236,0,474706.8066,954069.1946
237,0,474753.9503,954033.6214
238,0,474720.9134,953998.0965
239,0,474628.8812,953898.6264
240,0,474849.6177,953640.9912
241,0,474580.8778,953812.5579
242,0,474547.8405,953777.0331
243,0,474455.8075,953677.5634
244,0,474503.0032,953727.2975
245,0,474533.609,953641.9713
246,0,474566.6565,953694.0838
247,0,474599.6967,953734.3479
248,0,474632.7382,953776.9818
249,0,474166.6194,953830.1881
250,0,475019.2836,953422.0918
251,0,475052.3235,953462.3563
252,0,475085.3648,953504.9905
253,0,474355.4254,954067.038
254,0,474402.6208,954116.772
255,0,474442.7414,954166.5104
256,0,474260.9646,953853.8267
257,0,474681.9036,953182.1686
258,0,474729.0996,953231.903
259,0,474769.2205,953281.6417
260,0,474806.9803,953326.6425
261,0,474854.1249,953291.0694
262,0,474821.0875,953255.5444
263,0,474729.054,953156.0741
264,0,474776.2499,953205.8085
265,0,474806.8567,953120.4826
266,0,474764.7197,953641.042
267,0,474672.6869,953541.5719
268,0,474719.8825,953591.3062
269,0,474750.4889,953505.9802
270,0,474783.5362,953558.0928
271,0,474816.5763,953598.3571
272,0,474533.734,953848.1313
273,0,474325.9436,953417.7703
274,0,474358.9915,953469.8825
275,0,474392.032,953510.1465
276,0,474425.074,953552.7802
277,0,474421.0161,953343.4631
278,0,474468.2122,953393.1972
279,0,474508.3334,953442.9356
280,0,474546.0932,953487.9362
281,0,474593.2375,953452.3628
282,0,474213.8153,953879.9219
283,0,474253.9363,953929.66
284,0,474291.696,953974.6604
285,0,474338.8395,953939.0867
286,0,474305.8021,953903.5621
287,0,474213.7688,953804.0929
288,0,474645.0984,953416.7867
289,0,474146.8982,953718.0365
290,0,474113.8605,953682.512
291,0,474021.8262,953583.0432
292,0,474069.0225,953632.7768
293,0,474099.6276,953547.4503
294,0,474132.6756,953599.5624
295,0,474165.7163,953639.8262
296,0,474198.7584,953682.4597
297,0,474200.992,953479.4578
298,0,474839.9042,953172.5952
299,0,474872.9445,953212.8595
300,0,474905.9862,953255.4936
301,0,474408.6579,953703.6583
302,0,474455.8536,953753.3924
303,0,474495.9744,953803.1308
304,0,474295.338,953503.0966
305,0,473335.974,952987.109
306,0,473383.1718,953036.8419
307,0,473423.2946,953086.5793
308,0,473461.056,953131.5789
309,0,473508.1997,953096.0044
310,0,473475.161,953060.4803
311,0,473383.1238,952961.0129
312,0,473430.3216,953010.7459
313,0,473460.9259,952925.4189
314,0,474560.1999,953416.838
315,0,474468.1662,953317.3682
316,0,474515.3623,953367.1024
317,0,474545.9684,953281.7762
318,0,474579.0161,953333.8887
319,0,474612.0565,953374.1528
320,0,474099.7546,953753.6103
321,0,473885.6764,953332.7339
322,0,473918.7249,953384.8458
323,0,473951.7659,953425.1095
324,0,473984.8084,953467.7428
325,0,473531.0673,953208.1537
326,0,473578.2647,953257.8868
327,0,473618.387,953307.6244
328,0,473656.148,953352.6242
329,0,473703.2916,953317.0498
330,0,474248.1883,953529.1917
331,0,474288.3095,953578.9299
332,0,474326.0695,953623.9303
333,0,474373.2134,953588.3566
334,0,474340.1758,953552.832
335,0,474248.1418,953453.3627
336,0,473755.152,953281.4726
337,0,474152.9771,953376.8022
338,0,474119.9391,953341.2777
339,0,474027.9041,953241.8089
340,0,474075.1008,953291.5426
341,0,474105.7061,953206.2161
342,0,474138.7544,953258.3282
343,0,474171.7954,953298.592
344,0,474204.8377,953341.2256
345,0,473760.7252,953394.4227
346,0,473493.9752,952977.5305
347,0,473527.017,953017.7939
348,0,473560.0602,953060.4269
349,0,473974.6767,953609.1386
350,0,474021.8731,953658.8722
351,0,474061.9945,953708.6102
352,0,473855.0716,953418.0605
353,0,474232.2151,953119.251
354,0,474279.4117,953168.9849
355,0,474319.5332,953218.7231
356,0,474357.2935,953263.7235
357,0,474404.4379,953228.15
358,0,474371.4,953192.6253
359,0,474279.3653,953093.1559
360,0,474326.5618,953142.8899
361,0,474357.1678,953057.5636
362,0,473670.2532,953281.5257
363,0,473578.217,953182.0578
364,0,473625.4143,953231.791
365,0,473656.0188,953146.4642
366,0,473689.0677,953198.5759
367,0,473722.1091,953238.8394
368,0,474105.8331,953412.3761
369,0,474869.5127,952731.8218
370,0,474902.5604,952783.9344
371,0,474935.6009,952824.1988
372,0,474968.6428,952866.8329
373,0,474502.5347,952954.7901
374,0,474549.7311,953004.5243
375,0,474589.8525,953054.2628
376,0,474627.6126,953099.2634
377,0,474674.7573,953063.6902
378,0,473807.922,953444.1561
379,0,473848.0439,953493.8939
380,0,473885.8045,953538.8939
381,0,473932.9481,953503.3198
382,0,473899.91,953467.7954
383,0,473807.8748,953368.3271
384,0,474726.6188,953028.1142
385,0,474985.7554,952561.1374
386,0,474952.7175,952525.6122
387,0,474860.6828,952426.1417
388,0,474907.8794,952475.8762
389,0,474938.487,952390.5505
390,0,474971.5349,952442.6632
391,0,475004.5757,952482.9276
392,0,475037.6177,952525.5618
393,0,474744.5583,952793.5076
394,0,474390.2159,953109.6759
395,0,474423.2567,953149.9399
396,0,474456.2989,953192.5736
397,0,473980.7542,953267.9043
398,0,474027.9509,953317.6379
399,0,474068.0727,953367.3759
400,0,474838.9055,952817.1476
401,0,474540.0382,952575.6227
402,0,474587.235,952625.3569
403,0,474627.3567,952675.0954
404,0,474665.1171,952720.0961
405,0,474712.2623,952684.5229
406,0,474679.2243,952648.998
407,0,474587.1892,952549.528
408,0,474634.386,952599.2622
409,0,474664.993,952513.9362
410,0,474641.7196,953028.1653
411,0,474549.6852,952928.6954
412,0,474596.8816,952978.4296
413,0,474627.4882,952893.1036
414,0,474660.5361,952945.216
415,0,474693.5768,952985.4803
416,0,474938.6098,952596.7103
417,0,474149.4966,952830.2038
418,0,474182.5452,952882.3159
419,0,474215.5863,952922.5798
420,0,474248.6289,952965.2134
421,0,474263.4098,952711.6512
422,0,474310.6068,952761.3851
423,0,474350.7287,952811.1234
424,0,474388.4893,952856.1238
425,0,474435.6341,952820.5503
426,0,474791.7546,952843.242
427,0,474831.8759,952892.9807
428,0,474869.6359,952937.9816
429,0,474916.781,952902.4086
430,0,474883.7433,952866.8835
431,0,474791.7092,952767.4131
432,0,474487.4956,952784.974
433,0,473923.3053,953165.2548
434,0,473890.2669,953129.7305
435,0,473798.2309,953030.2622
436,0,473845.4281,953079.9956
437,0,473876.0332,952994.6689
438,0,473909.0819,953046.7808
439,0,473942.1232,953087.0445
440,0,473975.166,953129.6778
441,0,474024.5435,952891.8918
442,0,474698.0411,952566.0487
443,0,474731.082,952606.313
444,0,474764.1243,952648.9469
445,0,474813.5315,952452.2361
446,0,474860.7281,952501.9706
447,0,474900.8496,952551.7093
448,0,474118.8909,952915.5302
449,0,473549.6695,952787.9229
450,0,473596.8672,952837.6561
451,0,473636.9899,952887.3937
452,0,473674.7512,952932.3935
453,0,473721.8954,952896.8192
454,0,473688.8567,952861.295
455,0,473596.8196,952761.8271
456,0,473644.0174,952811.5603
457,0,473674.6222,952726.2335
458,0,474402.5959,952785.0256
459,0,474310.5604,952685.5562
460,0,474357.7574,952735.2901
461,0,474388.3637,952649.9639
462,0,474421.4121,952702.0762
463,0,474454.4532,952742.3403
464,0,473876.1612,953200.8289
465,0,474142.9806,952460.5416
466,0,474176.0294,952512.6537
467,0,474209.0709,952552.9176
468,0,474242.1137,952595.5511
469,0,473816.8698,952664.5337
470,0,473864.0673,952714.2671
471,0,473904.1898,952764.0049
472,0,473941.951,952809.005
473,0,473989.0955,952773.431
474,0,474071.7406,952941.6255
475,0,474111.8626,952991.3635
476,0,474149.6234,953036.3638
477,0,474196.7678,953000.79
478,0,474163.7296,952965.2654
479,0,474071.6939,952865.7965
480,0,474040.9567,952737.8541
481,0,474444.8716,952498.2717
482,0,474411.8332,952462.7469
483,0,474319.7971,952363.2775
484,0,474366.9944,952413.0115
485,0,474397.601,952327.6853
486,0,474430.6496,952379.7976
487,0,474463.6909,952420.0616
488,0,474496.7336,952462.6954
489,0,474018.0264,952522.2296
490,0,473707.6714,952778.3452
491,0,473740.7131,952818.6088
492,0,473773.7563,952861.2419
493,0,473751.0809,953056.3578
494,0,473798.2782,953106.0911
495,0,473838.4004,953155.8289
496,0,474112.3746,952545.868
497,0,474558.7139,952259.6575
498,0,474605.911,952309.3917
499,0,474646.033,952359.1303
500,0,474683.7937,952404.1309
501,0,474730.9392,952368.5578
502,0,474697.901,952333.0328
503,0,474605.8653,952233.5628
504,0,474653.0624,952283.2971
505,0,474683.6696,952197.9711
506,0,473956.0569,952737.9066
507,0,473864.0202,952638.4381
508,0,473911.2178,952688.1716
509,0,473941.8233,952602.845
510,0,473974.8722,952654.957
511,0,474007.9138,952695.2207
512,0,474397.7264,952533.8451
513,0,475202.3408,951913.304
514,0,475235.3887,951965.4169
515,0,475268.4295,952005.6816
516,0,475301.4717,952048.3159
517,0,474844.7608,952092.03
518,0,474891.9578,952141.7646
519,0,474932.0796,952191.5034
520,0,474969.8401,952236.5043
521,0,475016.9861,952200.9315
522,0,474065.2239,952571.9633
523,0,474105.3462,952621.7013
524,0,474143.1073,952666.7015
525,0,474190.2521,952631.1278
526,0,474157.2136,952595.6032
527,0,474065.1771,952496.1343
528,0,475068.8489,952165.3559
529,0,475199.0307,951632.1072
530,0,475165.9923,951596.5819
531,0,475073.9561,951497.1108
532,0,475121.1535,951546.8456
533,0,475151.7623,951461.5201
534,0,475184.8105,951513.6329
535,0,475217.8518,951553.8976
536,0,475250.8944,951596.5319
537,0,475077.3835,951974.9888
538,0,474716.718,952250.0836
539,0,474749.7591,952290.3479
540,0,474782.8016,952332.9819
541,0,474272.646,952389.3725
542,0,474319.8434,952439.1064
543,0,474359.9655,952488.8447
544,0,475171.7323,951998.6295
545,0,474831.7146,951308.4725
546,0,474878.9124,951358.2071
547,0,474919.0349,951407.9459
548,0,474956.7961,951452.9468
549,0,475003.943,951417.374
550,0,474970.9043,951381.8488
551,0,474878.8672,951282.3782
552,0,474926.065,951332.1128
553,0,474956.6736,951246.7871
554,0,474983.9479,952165.4063
555,0,474891.9126,952065.9357
556,0,474939.1095,952115.6703
557,0,474969.7175,952030.3445
558,0,475002.7656,952082.4573
559,0,475035.8066,952122.7218
560,0,475151.8839,951667.6798
561,0,474601.3358,951240.6808
562,0,474634.385,951292.7932
563,0,474667.4269,951333.0574
564,0,474700.4702,951375.6913
565,0,474240.4399,951144.534
566,0,474287.6386,951194.2678
567,0,474327.762,951244.0061
568,0,474365.5239,951289.0065
569,0,474412.6705,951253.4331
570,0,475124.5803,952024.7236
571,0,475164.7019,952074.4626
572,0,475202.4622,952119.4637
573,0,475249.6086,952083.8912
574,0,475216.5706,952048.3658
575,0,475124.5355,951948.8947
576,0,474464.5341,951217.8568
577,0,474856.2687,951616.5127
578,0,474823.23,951580.9877
579,0,474731.193,951481.5174
580,0,474778.3907,951531.2518
581,0,474808.9988,951445.926
582,0,474842.0476,951498.0386
583,0,474875.0892,951538.303
584,0,474908.1321,951580.937
585,0,474476.3773,951302.3672
586,0,474989.7223,951298.8998
587,0,475022.7639,951339.1643
588,0,475055.8068,951381.7985
589,0,475026.8037,951523.2049
590,0,475074.001,951572.9397
591,0,475114.1231,951622.6787
592,0,474570.728,951326.0067
593,0,474866.5534,951725.5106
594,0,474913.7508,951775.2452
595,0,474953.8729,951824.984
596,0,474991.6336,951869.985
597,0,475038.7801,951834.4122
598,0,475005.7417,951798.887
599,0,474913.7056,951699.4163
600,0,474960.9029,951749.151
601,0,474991.5112,951663.8253
602,0,474379.6312,951217.9083
603,0,474287.5923,951118.439
604,0,474334.791,951168.1729
605,0,474365.3985,951082.8468
606,0,474398.4481,951134.959
607,0,474431.4904,951175.2231
608,0,474809.1221,951652.0857
609,0,474551.2177,951562.9838
610,0,474584.2667,951615.0962
611,0,474617.3085,951655.3604
612,0,474650.3516,951697.9943
613,0,474637.0916,951870.987
614,0,474684.289,951920.7213
615,0,474724.4112,951970.4599
616,0,474762.1722,952015.4607
617,0,474809.3183,951979.8876
618,0,474523.5756,951352.1014
619,0,474563.6985,951401.8399
620,0,474601.4601,951446.8405
621,0,474648.6067,951411.2673
622,0,474615.5677,951375.7424
623,0,474523.5297,951276.2725
624,0,474861.1812,951944.3118
625,0,474369.0487,951913.803
626,0,474336.0098,951878.2784
627,0,474243.9723,951778.8091
628,0,474291.1703,951828.543
629,0,474321.7772,951743.2168
630,0,474354.8263,951795.329
631,0,474387.8682,951835.593
632,0,474420.9114,951878.2267
633,0,474426.2603,951624.6705
634,0,475024.5596,951715.938
635,0,475057.6008,951756.2025
636,0,475090.6434,951798.8367
637,0,474684.0407,951507.6119
638,0,474731.2385,951557.3462
639,0,474771.361,951607.0849
640,0,474520.6102,951648.3098
641,0,474347.8879,952019.6605
642,0,474395.0855,952069.3945
643,0,474435.2079,952119.1328
644,0,474472.969,952164.1333
645,0,474520.1147,952128.56
646,0,474487.0761,952093.0352
647,0,474395.0394,951993.5656
648,0,474442.237,952043.2996
649,0,474472.844,951957.9735
650,0,474776.2798,951944.3626
651,0,474684.2434,951844.8924
652,0,474731.4408,951894.6268
653,0,474762.0486,951809.3009
654,0,474795.0971,951861.4135
655,0,474828.1385,951901.6778
656,0,474321.9029,951949.3766
657,0,473438.6376,952486.2567
658,0,473471.6873,952538.3682
659,0,473504.7294,952578.6316
660,0,473537.773,952621.2646
661,0,474064.9595,952143.0559
662,0,474112.1574,952192.7896
663,0,474152.28,952242.5277
664,0,474190.0414,952287.5279
665,0,474237.1867,952251.9542
666,0,474473.4582,951674.4046
667,0,474513.5809,951724.143
668,0,474551.3423,951769.1436
669,0,474598.4885,951733.5703
670,0,474565.4497,951698.0455
671,0,474473.4123,951598.5757
672,0,474289.0488,952216.3777
673,0,473753.1051,952520.8143
674,0,473720.0661,952485.2901
675,0,473628.0283,952385.8221
676,0,473675.2264,952435.5553
677,0,473705.8316,952350.2286
678,0,473738.8811,952402.3404
679,0,473771.9231,952442.6039
680,0,473804.9665,952485.2371
681,0,473313.6845,952547.9468
682,0,474505.8928,952010.0859
683,0,474538.9343,952050.35
684,0,474571.9772,952092.9838
685,0,474196.8206,951804.9042
686,0,474244.0186,951854.638
687,0,474284.1415,951904.3762
688,0,473408.033,952571.5836
689,0,473822.9208,952282.2255
690,0,473870.1188,952331.9589
691,0,473910.2416,952381.6968
692,0,473948.0031,952426.6968
693,0,473995.148,952391.1228
694,0,473962.1092,952355.5984
695,0,473870.0717,952256.13
696,0,473917.2697,952305.8634
697,0,473947.8755,952220.5369
698,0,474204.1479,952216.4296
699,0,474112.1107,952116.9607
700,0,474159.3086,952166.6944
701,0,474189.9149,952081.3681
702,0,474222.964,952133.4802
703,0,474256.0057,952173.7441
704,0,473705.9605,952556.3886
705,0,473752.776,951993.1712
706,0,473785.8257,952045.283
707,0,473818.8679,952085.5466
708,0,473851.9115,952128.1799
709,0,473888.7137,951893.5612
710,0,473935.912,951943.2947
711,0,473976.0351,951993.0326
712,0,474013.7968,952038.0327
713,0,474060.9423,952002.4588
714,0,473360.8828,952597.6797
715,0,473401.006,952647.4171
716,0,473438.7678,952692.4167
717,0,473485.912,952656.8421
718,0,473452.8729,952621.3181
719,0,473360.8348,952521.8507
720,0,474112.8046,951966.8821
721,0,473098.8644,952217.9115
722,0,473065.8246,952182.3877
723,0,472973.7846,952082.9212
724,0,473020.9838,952132.6537
725,0,473051.588,952047.3264
726,0,473084.6385,952099.4377
727,0,473117.6813,952139.7008
728,0,473150.7256,952182.3335
729,0,473627.821,952054.8604
730,0,473980.9247,952272.6489
731,0,474013.9665,952312.9126
732,0,474047.0098,952355.546
733,0,473580.8777,952411.9179
734,0,473628.0759,952461.6511
735,0,473668.1989,952511.3887
736,0,473722.1704,952078.4979
737,0,473121.7395,952339.5392
738,0,473168.9383,952389.2719
739,0,473209.062,952439.0091
740,0,473246.8241,952484.0085
741,0,473293.9684,952448.4337
742,0,473260.929,952412.9099
743,0,473168.89,952313.4429
744,0,473216.0887,952363.1756
745,0,473246.6931,952277.8485
746,0,474027.9032,951966.9344
747,0,473935.8651,951867.4658
748,0,473983.0634,951917.1993
749,0,474013.6696,951831.8729
750,0,474046.719,951883.9849
751,0,474079.7611,951924.2487
752,0,473051.72,952253.4865
753,0,473284.1861,951898.6798
754,0,473317.2364,951950.7912
755,0,473350.2792,951991.0544
756,0,473383.3233,952033.6873
757,0,473373.1992,952184.5618
758,0,473420.3978,952234.2948
759,0,473460.5213,952284.0322
760,0,473498.2833,952329.0319
761,0,473545.428,952293.4574
762,0,473675.0194,952104.5936
763,0,473715.1427,952154.3313
764,0,473752.9046,952199.3311
765,0,473800.0496,952163.7569
766,0,473767.0104,952128.2327
767,0,473674.972,952028.7646
768,0,473597.2895,952257.88
769,0,473598.6562,951930.0768
770,0,473565.6166,951894.5527
771,0,473473.5772,951795.0851
772,0,473520.7761,951844.8181
773,0,473551.3815,951759.4913
774,0,473584.4316,951811.603
775,0,473617.4742,951851.8664
776,0,473650.5181,951894.4995
777,0,473159.2314,951960.3703
778,0,473279.7431,952329.96
779,0,473312.7856,952370.2231
780,0,473345.8295,952412.856
781,0,472926.634,952109.0177
782,0,472973.8333,952158.7501
783,0,473013.9574,952208.4872
784,0,473253.5814,951984.0068
785,0,473677.878,951647.2484
786,0,473725.0769,951696.9816
787,0,473765.2004,951746.7194
788,0,473802.9626,951791.7193
789,0,473850.1082,951756.1452
790,0,473817.0687,951720.6209
791,0,473725.0295,951621.1527
792,0,473772.2284,951670.8861
793,0,473802.8344,951585.5594
794,0,473512.3887,952257.9333
795,0,473420.3499,952158.4658
796,0,473467.5485,952208.1988
797,0,473498.1535,952122.8719
798,0,473531.2034,952174.9835
799,0,473564.2457,952215.2469
800,0,473551.511,951965.6512
801,0,474195.6986,951256.7249
802,0,474228.7483,951308.8371
803,0,474261.7906,951349.101
804,0,474294.8343,951391.7346
805,0,474001.7304,951593.335
806,0,474048.9289,951643.0687
807,0,474089.0522,951692.8067
808,0,474126.814,951737.8069
809,0,474173.9599,951702.2332
810,0,473206.4306,952010.103
811,0,473246.5545,952059.8403
812,0,473284.3169,952104.8397
813,0,473331.4617,952069.265
814,0,473298.422,952033.7411
815,0,473206.3823,951934.274
816,0,474225.8227,951666.6566
817,0,474047.8912,951234.6989
818,0,474014.8515,951199.1745
819,0,473922.8117,951099.7059
820,0,473970.0109,951149.4394
821,0,474000.6177,951064.113
822,0,474033.6677,951116.225
823,0,474066.7104,951156.4888
824,0,474099.7544,951199.1222
825,0,474070.7407,951318.4126
826,0,473835.8843,951637.6713
827,0,473868.9267,951677.9349
828,0,473901.9706,951720.5682
829,0,473426.426,951821.181
830,0,473473.625,951870.914
831,0,473513.7487,951920.6515
832,0,474165.0916,951342.0512
833,0,473787.7573,951359.6618
834,0,473834.9563,951409.3952
835,0,473875.08,951459.133
836,0,473912.8423,951504.133
837,0,473959.9883,951468.559
838,0,473926.9487,951433.0347
839,0,473834.9092,951333.5663
840,0,473882.1082,951383.2997
841,0,473912.7147,951297.9732
842,0,474140.9207,951666.7086
843,0,474048.8822,951567.2398
844,0,474096.0807,951616.9734
845,0,474126.6874,951531.6471
846,0,474159.7369,951583.7592
847,0,474192.7791,951624.023
848,0,474000.7449,951270.2728
849,0,473676.7553,951108.5476
850,0,473709.8057,951160.6594
851,0,473742.8486,951200.9229
852,0,473775.893,951243.5561
853,0,473473.313,951375.6563
854,0,473520.5124,951425.3893
855,0,473560.6365,951475.1269
856,0,473598.3991,951520.1266
857,0,473645.5448,951484.5523
858,0,474117.9395,951368.1463
859,0,474158.0629,951417.8844
860,0,474195.8249,951462.8847
861,0,474242.9712,951427.3111
862,0,474209.9318,951391.7865
863,0,474117.8929,951292.3175
864,0,473697.4074,951448.9751
865,0,473428.4505,951291.9568
866,0,473395.4103,951256.4328
867,0,473303.3692,951156.9655
868,0,473350.569,951206.6984
869,0,473381.1745,951121.3715
870,0,473414.2253,951173.483
871,0,473447.2685,951213.7463
872,0,473480.3132,951256.3793
873,0,473551.7976,951170.2369
874,0,473945.7646,951350.0851
875,0,473978.8072,951390.3488
876,0,474011.8512,951432.9822
877,0,473875.6595,951125.8013
878,0,473922.8587,951175.5348
879,0,473962.9825,951225.2727
880,0,473646.1491,951193.8743
881,0,472998.6938,951698.231
882,0,473045.8935,951747.9635
883,0,473086.0178,951797.7007
884,0,473123.7807,951842.7
885,0,473170.9256,951807.1251
886,0,473137.8856,951771.6013
